Paper_Number_Cited;Paper_Number_Quoter
0;872
0;873
0;874
0;875
0;876
0;877
0;878
0;879
0;880
0;881
0;882
0;883
0;884
0;885
0;886
0;887
0;888
0;889
0;890
0;891
0;892
0;893
0;894
0;895
0;896
0;897
0;898
0;899
0;900
0;901
0;902
0;903
0;904
0;905
0;906
0;907
0;908
0;909
0;910
0;911
0;912
0;913
0;914
0;915
0;916
0;917
0;918
0;919
0;920
0;921
0;922
0;923
0;924
0;925
0;926
0;927
0;928
0;929
0;930
0;931
0;932
0;933
0;934
0;935
0;936
0;937
0;938
0;939
0;940
0;941
0;942
0;943
0;944
0;945
0;946
0;947
0;948
0;949
0;950
0;951
0;952
0;953
0;954
0;955
0;956
0;957
0;958
0;959
0;960
0;961
0;962
0;963
0;964
0;965
0;966
0;967
0;968
0;969
0;970
0;971
0;972
0;973
0;974
0;975
0;976
0;977
0;978
0;979
0;980
0;981
0;982
0;983
0;984
0;985
0;986
0;987
0;988
0;989
0;990
0;991
0;992
0;993
0;994
0;995
0;996
0;997
0;998
392;999
392;1000
392;1001
392;1002
392;1003
392;1004
392;1005
392;1006
392;1007
392;1008
392;1009
392;1010
392;1011
392;1012
392;1013
392;1014
392;1015
392;1016
392;1017
392;1018
392;1019
392;1020
392;1021
392;1022
392;1023
392;1024
392;1025
392;1026
392;1027
392;1028
392;1029
392;1030
392;1031
392;1032
392;1033
392;1034
392;1035
392;1036
392;1037
392;1038
392;1039
392;1040
392;1041
392;1042
392;1043
392;1044
392;1045
392;1046
392;1047
392;1048
392;1049
392;1050
392;1051
392;1052
392;1053
392;1054
392;1055
392;1056
392;1057
392;1058
392;1059
392;1060
392;1061
392;1062
392;1063
392;1064
392;1065
392;1066
392;1067
392;1068
392;1069
392;1070
392;1071
392;1072
392;1073
392;1074
392;1075
392;1076
392;1077
392;1078
392;1079
392;1080
392;1081
392;1082
392;1083
392;1084
392;1085
392;1086
392;1087
392;1088
392;1089
392;1090
392;1091
392;1092
392;1093
392;1094
392;1095
392;1096
392;1097
392;1098
392;1099
392;1100
392;1101
392;1102
392;1103
392;1104
392;1105
392;1106
392;1107
392;1108
392;1109
392;1110
392;1111
392;1112
392;1113
392;1114
392;1115
392;1116
392;1117
392;1118
392;1119
392;1120
392;1121
392;1122
392;1123
392;1124
392;1125
392;1126
392;1127
392;1128
392;1129
392;1130
392;1131
392;1132
392;1133
392;1134
392;1135
12;1136
12;1137
12;1138
12;1139
12;1140
12;1141
12;1142
12;1143
12;1144
12;1145
12;1146
12;1147
12;1148
12;1149
12;1150
12;1151
12;1152
12;1153
12;1154
12;1155
12;1156
12;1157
12;1158
12;1159
12;1160
12;1161
12;1162
12;1163
12;1164
12;1165
12;1166
12;1167
12;1168
12;1169
12;1170
12;1171
12;1172
12;1173
12;1174
12;1175
12;1176
12;1177
12;1178
12;1179
12;1180
12;1181
12;1182
12;1183
12;1184
12;1185
12;1186
12;1187
12;1188
12;1189
12;1190
12;1191
12;1192
12;1193
12;1194
12;1195
12;1196
12;1197
12;1198
12;1199
12;1200
12;1201
12;1202
12;1203
12;1204
12;1205
12;1206
12;1207
12;1208
12;1209
12;1210
12;1211
12;1212
12;1213
12;1214
12;1215
12;1216
12;1217
12;1218
12;1219
12;1220
12;1221
12;1222
12;1223
12;1224
12;1225
12;1226
12;1227
12;1228
12;1229
12;1230
12;1231
12;1232
12;1233
12;1234
12;1235
12;1236
12;1237
12;1238
12;1239
12;1240
12;1241
12;1242
12;1243
12;1244
12;1245
12;1246
12;1247
12;1248
12;1249
12;1250
12;1251
12;1252
12;1253
12;1254
12;1255
12;1256
12;1257
12;1258
12;1259
12;1260
12;1261
12;1262
12;1263
12;1264
12;1265
12;1266
12;1267
12;1268
12;1269
12;1270
12;1271
12;1272
12;1273
12;1274
12;1275
12;1276
12;1277
12;1278
12;1279
12;1280
12;1281
12;1282
12;1283
12;1284
12;1285
12;1286
12;1287
12;1288
12;1289
12;1290
12;1291
12;1292
12;1293
12;1294
12;1295
12;1296
12;1297
12;1298
12;1299
12;1300
12;1301
12;1302
12;1303
12;1304
12;1305
12;1306
12;1307
12;1308
12;1309
12;1310
12;1311
12;1312
12;1313
12;1314
12;1315
12;1316
12;1317
12;1318
12;1319
12;1320
12;1321
12;1322
12;1323
12;1324
12;1325
12;1326
12;1327
12;1328
12;1329
12;1330
12;1331
12;1332
12;1333
12;1334
12;1335
12;1336
12;1337
12;1338
12;1339
12;1340
12;1341
12;1342
12;1343
12;1344
12;1345
12;1346
12;1347
12;1348
12;1349
12;1350
12;1351
12;1352
12;1353
12;1354
12;1355
12;1356
12;1357
12;1358
12;1359
12;1360
12;1361
12;1362
12;1363
12;1364
12;1365
12;1366
12;1367
12;1368
12;1369
12;1370
12;1371
12;1372
12;1373
12;1374
12;1375
12;1376
12;1377
12;1378
12;1379
12;1380
12;1381
12;1382
12;1383
12;1384
12;1385
12;1386
12;1387
12;1388
12;1389
12;1390
12;1391
12;1392
12;1393
12;1394
12;1395
12;1396
12;1397
12;1398
12;1399
12;1400
12;1401
12;1402
12;1403
12;1404
12;1405
12;1406
12;1407
12;1408
12;1409
12;1410
12;1411
12;1412
12;1413
12;1414
12;1415
12;1416
12;1417
12;1418
12;1419
12;1420
12;1421
12;1422
12;1423
12;1424
12;1425
12;1426
12;1427
12;1428
12;1429
12;1430
12;1431
12;1432
12;1433
12;1434
12;1435
12;1436
12;1437
12;1438
12;1439
12;1440
12;1441
12;1442
12;1443
12;1444
12;1445
12;1446
12;1447
12;1448
12;1449
12;1450
12;1451
12;1452
12;1453
12;1454
12;1455
12;1456
12;1457
12;1458
12;1459
12;1460
12;1461
12;1462
12;1463
12;1464
12;1465
12;1466
12;1467
12;1468
12;1469
12;1470
12;1471
12;1472
12;1473
12;1474
12;1475
12;1476
12;1477
12;1478
12;1479
12;1480
12;1481
12;1482
12;1483
12;1484
12;1485
12;1486
12;1487
12;1488
12;1489
12;1490
12;1491
12;1492
12;1493
12;1494
12;1495
12;1496
12;1497
12;1498
12;1499
12;1500
12;1501
12;1502
12;1503
12;1504
12;1505
12;1506
12;1507
12;1508
12;1509
12;1510
12;1511
12;1512
12;1513
12;1514
12;1515
12;1516
12;1517
12;1518
12;1519
12;1520
12;1521
12;1522
12;1523
12;1524
12;1525
12;1526
12;1527
12;1528
12;1529
12;1530
12;1531
12;1532
12;1533
12;1534
12;1535
12;1536
12;1537
12;1538
12;1539
12;1540
12;1541
12;1542
12;1543
12;1544
12;1545
12;1546
12;1547
12;1548
12;1549
12;1550
12;1551
12;1552
12;1553
12;1554
12;1555
12;1556
12;1557
12;1558
12;1559
12;1560
12;1561
12;1562
12;1563
12;1564
12;1565
12;1566
12;1567
12;1568
12;1569
12;1570
12;1571
12;1572
12;1573
12;1574
12;1575
12;1576
12;1577
12;1578
12;1579
12;1580
12;1581
12;1582
12;1583
12;1584
12;1585
12;1586
12;1587
12;1588
12;1589
12;1590
12;1591
12;1592
12;1593
12;1594
12;1595
12;1596
12;1597
12;1598
12;1599
12;1600
12;1601
12;1602
12;1603
12;1604
12;1605
12;1606
12;1607
12;1608
12;1609
12;1610
12;1611
12;1612
12;1613
12;1614
12;1615
12;1616
12;1617
12;1618
12;1619
12;1620
12;1621
12;1622
12;1623
12;1624
12;1625
12;1626
12;1627
12;1628
12;1629
12;1630
12;1631
12;1632
12;1633
12;1634
12;1635
12;1636
12;1637
12;1638
12;1639
12;1640
12;1641
12;1642
12;1643
12;1644
12;1645
12;1646
12;1647
12;1648
12;1649
12;1650
12;1651
12;1652
12;1653
12;1654
12;1655
12;1656
12;1657
12;1658
12;1659
12;1660
12;1661
12;1662
12;1663
12;1664
12;1665
12;1666
12;1667
12;1668
12;1669
12;1670
12;1671
12;1672
12;1673
12;1674
12;1675
12;1676
12;1677
12;1678
12;1679
12;1680
12;1681
12;1682
12;1683
12;1684
12;1685
12;1686
12;1687
12;1688
12;1689
12;1690
12;1691
12;1692
12;1693
12;1694
12;1695
12;1696
12;1697
12;1698
12;1699
12;1700
12;1701
12;1702
12;1703
12;1704
12;1705
12;1706
12;1707
12;1708
12;1709
12;1710
12;1711
12;1712
12;1713
12;1714
12;1715
12;1716
12;1717
12;1718
12;1719
12;1720
12;1721
12;1722
12;1723
12;1724
12;1725
12;1726
12;1727
12;1728
12;1729
12;1730
12;1731
12;1732
12;1733
12;1734
12;1735
12;1736
12;1737
12;1738
12;1739
12;1740
12;1741
12;1742
12;1743
12;1744
12;1745
12;1746
12;1747
12;1748
12;1749
12;1750
12;1751
12;1752
12;1753
12;1754
12;1755
12;1756
12;1757
12;1758
12;1759
12;1760
12;1761
12;1762
12;1763
12;1764
12;1765
12;1766
12;1767
12;1768
12;1769
12;1770
12;1771
12;1772
12;1773
12;1774
12;1775
12;1776
12;1777
12;1778
12;1779
12;1780
12;1781
12;1782
12;1783
12;1784
12;1785
12;1786
12;1787
12;1788
12;1789
12;1790
12;1791
12;1792
12;1793
12;1794
12;1795
12;1796
12;1797
12;1798
12;1799
12;1800
12;1801
12;1802
12;1803
12;1804
12;1805
12;1806
12;1807
12;1808
12;1809
12;1810
12;1811
12;1812
12;1813
12;1814
12;1815
12;1816
12;1817
12;1818
12;1819
12;1820
12;1821
12;1822
12;1823
12;1824
12;1825
12;1826
12;1827
12;1828
12;1829
12;1830
12;1831
12;1832
12;1833
12;1834
12;1835
12;1836
12;1837
12;1838
12;1839
12;1840
12;1841
12;1842
12;1843
12;1844
12;1845
12;1846
12;1847
12;1848
12;1849
12;1850
12;1851
12;1852
12;1853
12;1854
12;1855
12;1856
12;1857
12;1858
12;1859
12;1860
12;1861
12;1862
12;1863
12;1864
12;1865
12;1866
12;1867
12;1868
12;1869
12;1870
12;1871
12;1872
12;1873
12;1874
12;1875
12;1876
12;1877
12;1878
12;1879
12;1880
12;1881
12;1882
12;1883
12;1884
12;1885
1337;1886
1337;1887
1337;1888
1337;1889
1337;1890
1337;1891
1337;1892
1337;1893
1337;1894
1337;1895
